Time;Temperature;ProcessTemperature;AgentType;AgentFlow;SampleType;CatalystType;CatalystRatio;CarbonMonoxide;CarbonDioxide;Methane;Oxygen;Hydrogen;CalorificValue
27;768;1000;Air;0.1;TWTS;Marble dust ;7.5;8.32;19.07;19.79;0;23.98;2858.9
28;784;1000;Air;0.1;TWTS;Marble dust ;7.5;9.57;18.09;19.84;0;25.08;2934.63
29;797;1000;Air;0.1;TWTS;Marble dust ;7.5;10.96;17.06;19.87;0;25.93;3005.09
30;810;1000;Air;0.1;TWTS;Marble dust ;7.5;12.49;15.99;19.81;0;26.84;3073.02
31;823;1000;Air;0.1;TWTS;Marble dust ;7.5;14.12;14.76;19.63;0;27.51;3125.28
32;835;1000;Air;0.1;TWTS;Marble dust ;7.5;15.78;13.64;19.37;0;28.18;3170.83
33;847;1000;Air;0.1;TWTS;Marble dust ;7.5;17.43;12.56;18.92;0;28.8;3196.51
34;859;1000;Air;0.1;TWTS;Marble dust ;7.5;18.96;11.69;18.35;0;29.29;3203.22
35;869;1000;Air;0.1;TWTS;Marble dust ;7.5;20.5;10.59;17.72;0;29.91;3208.48
36;879;1000;Air;0.1;TWTS;Marble dust ;7.5;21.95;9.77;16.85;0;30.53;3188.21
37;889;1000;Air;0.1;TWTS;Marble dust ;7.5;22.95;9.13;15.94;0;30.68;3136.35
38;900;1000;Air;0.1;TWTS;Marble dust ;7.5;23.63;8.74;14.73;0;30.42;3033.9
39;915;1000;Air;0.1;TWTS;Marble dust ;7.5;24.34;8.41;13.37;0;30.07;2915.37
40;930;1000;Air;0.1;TWTS;Marble dust ;7.5;25.04;8.01;12.26;0;29.68;2819.08
41;945;1000;Air;0.1;TWTS;Marble dust ;7.5;25.79;7.51;11.26;0;29.4;2738.1
42;960;1000;Air;0.1;TWTS;Marble dust ;7.5;26.35;7.02;10.38;0;29.21;2665.53
43;975;1000;Air;0.1;TWTS;Marble dust ;7.5;26.64;6.62;9.7;0;29.13;2607.19
44;985;1000;Air;0.1;TWTS;Marble dust ;7.5;26.75;6.2;9.16;0;29.18;2560.69
45;995;1000;Air;0.1;TWTS;Marble dust ;7.5;26.68;5.83;8.8;0;29.36;2529.82
46;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;26.47;5.49;8.45;0;29.57;2496.6
47;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;26.14;5.2;8.23;0;29.81;2473.03
48;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;25.79;4.95;8.09;0;30.04;2456.17
49;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;25.33;4.74;7.94;0;30.4;2438.99
50;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;24.81;4.54;7.81;0;30.76;2421.9
51;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;24.31;4.4;7.7;0;31.05;2405.2
52;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;23.8;4.29;7.63;0;31.33;2391.69
53;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;23.31;4.15;7.57;0;31.63;2380.34
54;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;22.8;4.02;7.5;0;32.02;2370.17
55;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;22.24;3.89;7.43;0;32.42;2358.8
56;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;21.69;3.78;7.38;0;32.78;2348.41
57;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;21.04;3.69;7.33;0;33.18;2336.23
58;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;20.33;3.59;7.28;0;33.74;2327.1
59;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;19.66;3.51;7.23;0;34.15;2314.62
60;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;19.05;3.42;7.19;0;34.55;2304.6
61;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;18.51;3.35;7.14;0;34.88;2293.6
62;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;18.06;3.31;7.08;0;35.14;2282.25
63;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;17.65;3.25;7.03;0;35.36;2271.83
64;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;17.37;3.15;6.98;0;35.54;2264.11
65;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;17.04;3.12;6.89;0;35.66;2249.26
66;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.83;3.06;6.81;0;35.67;2235.64
67;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.65;3.02;6.71;0;35.68;2221.03
68;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.53;2.98;6.61;0;35.58;2204.88
69;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.45;2.93;6.48;0;35.48;2187.08
70;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.41;2.89;6.36;0;35.33;2169.92
71;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.37;2.86;6.22;0;35.15;2149.95
72;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.36;2.85;6.08;0;34.93;2129.66
73;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.36;2.82;5.92;0;34.73;2108.39
74;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.35;2.8;5.76;0;34.49;2085.6
75;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.35;2.78;5.61;0;34.25;2064.06
76;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.28;2.74;5.43;0;34;2037.26
77;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.25;2.72;5.26;0;33.76;2012.92
78;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.18;2.71;5.09;0;33.5;1986.77
79;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.11;2.7;4.91;0;33.24;1959.66
80;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.03;2.67;4.74;0;32.98;1933.21
81;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.01;2.65;4.54;0;32.67;1904.19
82;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.03;2.65;4.35;0;32.32;1876.12
83;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.09;2.65;4.14;0;31.94;1846.44
84;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.2;2.63;3.94;0;31.51;1817.69
85;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.32;2.61;3.74;0;31.06;1788.64
86;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.46;2.6;3.53;0;30.51;1756.21
87;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.51;2.59;3.32;0;29.82;1716.83
88;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.39;2.59;3.11;0;28.8;1662.32
89;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16.23;2.57;2.86;0;27.7;1600.37
90;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;16;2.54;2.63;0;26.44;1533.37
91;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;15.73;2.51;2.39;0;25.13;1462.7
92;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;15.36;2.48;2.17;0;23.7;1387.28
93;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;15.06;2.43;1.97;0;22.42;1320.42
94;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;14.84;2.38;1.79;0.95;21.26;1261.51
95;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;14.65;2.34;1.63;1.38;20.22;1209.04
96;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;14.43;2.3;1.49;1.84;19.21;1158.48
97;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;14.18;2.28;1.37;2.27;18.19;1108.61
98;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;14.01;2.26;1.27;2.66;17.36;1068.82
99;1000;1000;Air;0.1;TWTS;Marble dust ;7.5;13.84;2.24;1.18;3.01;16.48;1028.45
1;6;1000;Air;0.1;TWTS;Marble dust ;10;0;0.02;0;21;0;0
2;9;1000;Air;0.1;TWTS;Marble dust ;10;0;3.45;0;21;0;0
3;12;1000;Air;0.1;TWTS;Marble dust ;10;0;2.34;0;20;0;0
4;15;1000;Air;0.1;TWTS;Marble dust ;10;0;1.73;0;20;0;0
5;18;1000;Air;0.1;TWTS;Marble dust ;10;0;1.44;0;19;0;0
6;28;1000;Air;0.1;TWTS;Marble dust ;10;0;1.28;0;19;0;0
7;47;1000;Air;0.1;TWTS;Marble dust ;10;0;1.19;0;18;0;0
8;77;1000;Air;0.1;TWTS;Marble dust ;10;0;1.14;0;18;0;0
9;118;1000;Air;0.1;TWTS;Marble dust ;10;0;1.14;0;17.67;0;0
10;167;1000;Air;0.1;TWTS;Marble dust ;10;0;1.24;0;17.59;0;0
11;226;1000;Air;0.1;TWTS;Marble dust ;10;0;1.45;0;17.13;0;0
12;290;1000;Air;0.1;TWTS;Marble dust ;10;0;1.95;0;15.97;0;0
13;355;1000;Air;0.1;TWTS;Marble dust ;10;0.92;2.79;0;13.94;0;27.68
14;413;1000;Air;0.1;TWTS;Marble dust ;10;2.08;4.29;0;10.82;0;62.59
15;466;1000;Air;0.1;TWTS;Marble dust ;10;3.52;6.39;0.71;6.99;0;173.41
16;510;1000;Air;0.1;TWTS;Marble dust ;10;4.68;8.8;1.64;4.09;0;296.72
17;549;1000;Air;0.1;TWTS;Marble dust ;10;5.23;11.3;2.89;2.15;0;432.09
18;581;1000;Air;0.1;TWTS;Marble dust ;10;5.75;14.46;4.59;0.63;0;609.34
19;610;1000;Air;0.1;TWTS;Marble dust ;10;6.4;17.62;7.15;0;0.65;891.97
20;636;1000;Air;0.1;TWTS;Marble dust ;10;7.07;20.29;10.52;0;1.97;1272.52
21;659;1000;Air;0.1;TWTS;Marble dust ;10;7.34;21.49;14.15;0;3.89;1683.94
22;682;1000;Air;0.1;TWTS;Marble dust ;10;7.15;21.24;17.17;0;6.48;2043.86
23;702;1000;Air;0.1;TWTS;Marble dust ;10;6.78;20.58;19.08;0;9.51;2306.19
24;720;1000;Air;0.1;TWTS;Marble dust ;10;6.36;20.14;20.43;0;13.52;2543.51
25;737;1000;Air;0.1;TWTS;Marble dust ;10;6.11;19.76;21.16;0;16.97;2710.02
26;754;1000;Air;0.1;TWTS;Marble dust ;10;6.1;19.35;21.64;0;19.66;2836.94
27;768;1000;Air;0.1;TWTS;Marble dust ;10;6.32;18.8;22.08;0;21.95;2954.84
28;784;1000;Air;0.1;TWTS;Marble dust ;10;6.84;18.24;22.41;0;23.86;3059.78
29;797;1000;Air;0.1;TWTS;Marble dust ;10;7.62;17.56;22.5;0;25.56;3143.37
30;810;1000;Air;0.1;TWTS;Marble dust ;10;8.8;16.64;22.56;0;27.11;3231.59
31;823;1000;Air;0.1;TWTS;Marble dust ;10;10.34;15.63;22.41;0;28.59;3308.56
32;835;1000;Air;0.1;TWTS;Marble dust ;10;12.24;14.48;21.86;0;30.13;3360.16
33;847;1000;Air;0.1;TWTS;Marble dust ;10;14.45;13.25;21;0;31.37;3382.51
34;859;1000;Air;0.1;TWTS;Marble dust ;10;16.59;12.08;19.75;0;32.54;3363.57
35;869;1000;Air;0.1;TWTS;Marble dust ;10;18.74;11;18.37;0;33.52;3326.8
36;879;1000;Air;0.1;TWTS;Marble dust ;10;20.78;9.99;16.85;0;34.29;3267.05
37;889;1000;Air;0.1;TWTS;Marble dust ;10;22.63;9.15;15.17;0;34.73;3176.36
38;900;1000;Air;0.1;TWTS;Marble dust ;10;24.42;8.43;13.46;0;34.74;3067.97
39;915;1000;Air;0.1;TWTS;Marble dust ;10;26.05;7.83;11.81;0;34.16;2942.58
40;930;1000;Air;0.1;TWTS;Marble dust ;10;27.12;7.36;10.4;0;33.31;2814.96
41;945;1000;Air;0.1;TWTS;Marble dust ;10;27.89;6.96;9.36;0;32.47;2713.79
42;960;1000;Air;0.1;TWTS;Marble dust ;10;28.96;6.4;8.08;0;31.74;2602.17
43;975;1000;Air;0.1;TWTS;Marble dust ;10;29.67;5.78;6.96;0;31.16;2499.47
44;985;1000;Air;0.1;TWTS;Marble dust ;10;29.82;5.27;6.16;0;30.7;2413.98
45;995;1000;Air;0.1;TWTS;Marble dust ;10;29.78;4.83;5.51;0;30.45;2343.41
46;1000;1000;Air;0.1;TWTS;Marble dust ;10;29.52;4.5;5.1;0;30.3;2292.06
47;1000;1000;Air;0.1;TWTS;Marble dust ;10;29.1;4.17;4.74;0;30.21;2242.47
48;1000;1000;Air;0.1;TWTS;Marble dust ;10;28.5;3.89;4.33;0;30.15;2183.62
49;1000;1000;Air;0.1;TWTS;Marble dust ;10;27.74;3.63;4.01;0;30.12;2129.43
50;1000;1000;Air;0.1;TWTS;Marble dust ;10;26.87;3.42;3.75;0;30.07;2077.02
51;1000;1000;Air;0.1;TWTS;Marble dust ;10;26.08;3.28;3.54;0;29.95;2029.64
52;1000;1000;Air;0.1;TWTS;Marble dust ;10;25.25;3.12;3.34;0;29.84;1982.32
53;1000;1000;Air;0.1;TWTS;Marble dust ;10;24.53;2.99;3.16;0;29.7;1939.3
54;1000;1000;Air;0.1;TWTS;Marble dust ;10;23.93;2.87;3.02;0;29.6;1904.9
55;1000;1000;Air;0.1;TWTS;Marble dust ;10;23.32;2.77;2.88;0;29.48;1869.6
56;1000;1000;Air;0.1;TWTS;Marble dust ;10;22.87;2.7;2.76;0;29.33;1840.1
57;1000;1000;Air;0.1;TWTS;Marble dust ;10;22.38;2.61;2.65;0;29.19;1810.66
58;1000;1000;Air;0.1;TWTS;Marble dust ;10;21.89;2.56;2.54;0;28.94;1777.87
59;1000;1000;Air;0.1;TWTS;Marble dust ;10;21.3;2.48;2.43;0;28.49;1736.01
60;1000;1000;Air;0.1;TWTS;Marble dust ;10;20.73;2.42;2.33;0;27.93;1692.37
61;1000;1000;Air;0.1;TWTS;Marble dust ;10;20;2.37;2.28;0;27.19;1643.21
62;1000;1000;Air;0.1;TWTS;Marble dust ;10;19.47;2.33;2.25;0;26.57;1605.61
63;1000;1000;Air;0.1;TWTS;Marble dust ;10;19.07;2.29;2.17;0;25.87;1564.73
64;1000;1000;Air;0.1;TWTS;Marble dust ;10;18.83;2.24;2.09;0;25.34;1533.83
65;1000;1000;Air;0.1;TWTS;Marble dust ;10;18.74;2.2;1.99;0;24.88;1507.67
66;1000;1000;Air;0.1;TWTS;Marble dust ;10;18.69;2.17;1.9;0;24.44;1484.26
67;1000;1000;Air;0.1;TWTS;Marble dust ;10;18.56;2.15;1.8;0;23.82;1452.04
68;1000;1000;Air;0.1;TWTS;Marble dust ;10;18.31;2.13;1.74;0;23.21;1420.31
69;1000;1000;Air;0.1;TWTS;Marble dust ;10;18.05;2.11;1.71;0;22.55;1389.62
70;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.89;2.08;1.66;0;21.94;1361.55
71;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.87;2.07;1.58;0;21.42;1337.57
72;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.91;2.06;1.51;0;20.9;1316.35
73;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.99;2.05;1.42;0;20.39;1294.73
74;1000;1000;Air;0.1;TWTS;Marble dust ;10;18.05;2.04;1.33;0;19.88;1272.51
75;1000;1000;Air;0.1;TWTS;Marble dust ;10;18.02;2.02;1.26;0;19.31;1247.67
76;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.86;2.02;1.2;0;18.68;1218.04
77;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.68;2.02;1.16;0;18.1;1191.23
78;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.53;2.03;1.12;0;17.55;1166.24
79;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.49;2.03;1.06;0.52;17.03;1143.56
80;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.51;2.02;1;0.65;16.52;1122.99
81;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.53;2.02;0.94;0.81;16;1102.11
82;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.34;2.02;0.87;1.22;15.24;1066.69
83;1000;1000;Air;0.1;TWTS;Marble dust ;10;17.16;2;0.8;1.59;14.59;1034.91
84;1000;1000;Air;0.1;TWTS;Marble dust ;10;16.6;1.99;0.75;2.14;13.71;986.61
85;1000;1000;Air;0.1;TWTS;Marble dust ;10;16.12;1.99;0.72;2.46;13.01;948.09
86;1000;1000;Air;0.1;TWTS;Marble dust ;10;15.77;2.01;0.68;2.68;12.36;914.04
87;1000;1000;Air;0.1;TWTS;Marble dust ;10;15.62;2.04;0.64;2.85;11.78;888.13
88;1000;1000;Air;0.1;TWTS;Marble dust ;10;15.59;2.07;0.59;3.03;11.25;866.4
89;1000;1000;Air;0.1;TWTS;Marble dust ;10;15.67;2.08;0.55;3.17;10.81;851.66
90;1000;1000;Air;0.1;TWTS;Marble dust ;10;15.52;2.07;0.51;3.48;10.33;828.79
91;1000;1000;Air;0.1;TWTS;Marble dust ;10;13.37;2.03;0.44;5.49;8.72;708.61
92;1000;1000;Air;0.1;TWTS;Marble dust ;10;11.81;1.95;0.39;6.94;7.69;625.67
93;1000;1000;Air;0.1;TWTS;Marble dust ;10;10.49;1.93;0.39;7.81;7;565.03
94;1000;1000;Air;0.1;TWTS;Marble dust ;10;9.05;1.97;0.39;8.44;6.34;501.68
95;1000;1000;Air;0.1;TWTS;Marble dust ;10;7.7;2.09;0.4;8.86;5.69;442.29
96;1000;1000;Air;0.1;TWTS;Marble dust ;10;6.31;2.27;0.39;9.2;4.96;377.38
97;1000;1000;Air;0.1;TWTS;Marble dust ;10;5.12;2.47;0.39;9.47;4.28;320.95
1;21;800;Air;0.1;Leather scraps ;Marble dust ;5;0;5.32;0;21;0;0
2;28;800;Air;0.1;Leather scraps ;Marble dust ;5;0;5.9;0;21;7.52;228.08
3;47;800;Air;0.1;Leather scraps ;Marble dust ;5;0;3.16;0;20;2.8;84.92
4;77;800;Air;0.1;Leather scraps ;Marble dust ;5;0;2.37;0;20;1.79;54.29
5;118;800;Air;0.1;Leather scraps ;Marble dust ;5;0;2.07;0;19;1.4;42.46
6;167;800;Air;0.1;Leather scraps ;Marble dust ;5;0;1.92;0;18;1.22;37
7;226;800;Air;0.1;Leather scraps ;Marble dust ;5;0;1.82;0;18;1.14;34.58
8;290;800;Air;0.1;Leather scraps ;Marble dust ;5;0;1.71;0;17.66;1.09;33.06
9;355;800;Air;0.1;Leather scraps ;Marble dust ;5;0;1.68;0;17.59;1.05;31.85
10;413;800;Air;0.1;Leather scraps ;Marble dust ;5;0;2.09;0;16.67;0.96;29.12
11;466;800;Air;0.1;Leather scraps ;Marble dust ;5;0.55;3.91;0;14.5;0.68;37.17
12;510;800;Air;0.1;Leather scraps ;Marble dust ;5;1.19;7.96;0;11.79;0.12;39.45
13;549;800;Air;0.1;Leather scraps ;Marble dust ;5;2.03;12.52;0;9.24;0;45.61
14;581;800;Air;0.1;Leather scraps ;Marble dust ;5;3.03;16.09;0.63;8.07;0;123.16
15;610;800;Air;0.1;Leather scraps ;Marble dust ;5;4.5;19.9;1.32;6.23;0;228.13
16;636;800;Air;0.1;Leather scraps ;Marble dust ;5;6.22;23.05;2.63;4.39;-0.1;434.13
17;659;800;Air;0.1;Leather scraps ;Marble dust ;5;7.54;23.85;4.52;2.58;3.26;755.43
18;682;800;Air;0.1;Leather scraps ;Marble dust ;5;8.61;21.81;6.21;1.44;7.62;1080.51
19;702;800;Air;0.1;Leather scraps ;Marble dust ;5;9.81;19.28;8.2;0.77;11.25;1415.89
20;720;800;Air;0.1;Leather scraps ;Marble dust ;5;11.83;18.63;11.16;0;16.64;1921.53
21;737;800;Air;0.1;Leather scraps ;Marble dust ;5;13.11;16.41;13.21;0;19.55;2243.17
22;754;800;Air;0.1;Leather scraps ;Marble dust ;5;14.32;14.69;14.47;0;20.86;2439.09
23;768;800;Air;0.1;Leather scraps ;Marble dust ;5;15.62;13.43;16.01;0;22.93;2687.38
24;784;800;Air;0.1;Leather scraps ;Marble dust ;5;18.18;10.97;17.02;0;25.7;2944.44
25;797;800;Air;0.1;Leather scraps ;Marble dust ;5;21.07;8.73;17.19;0;27.32;3096.69
26;800;800;Air;0.1;Leather scraps ;Marble dust ;5;23.43;6.81;17.37;0;27.83;3200.28
27;800;800;Air;0.1;Leather scraps ;Marble dust ;5;24.83;5.54;17.36;0;28.06;3248.44
28;800;800;Air;0.1;Leather scraps ;Marble dust ;5;25.54;4.58;17;0;28.68;3254.38
29;800;800;Air;0.1;Leather scraps ;Marble dust ;5;25.55;3.89;16.62;0;29.62;3247.07
30;800;800;Air;0.1;Leather scraps ;Marble dust ;5;24.95;3.4;16.09;0;30.77;3213.52
31;800;800;Air;0.1;Leather scraps ;Marble dust ;5;24.02;3.06;15.18;0;31.76;3129.05
32;800;800;Air;0.1;Leather scraps ;Marble dust ;5;23.15;2.85;14;0;32.54;3014.36
33;800;800;Air;0.1;Leather scraps ;Marble dust ;5;22.38;2.76;12.91;0;32.71;2892.73
34;800;800;Air;0.1;Leather scraps ;Marble dust ;5;21.58;2.81;12.13;0;31.82;2767.52
35;800;800;Air;0.1;Leather scraps ;Marble dust ;5;20.56;2.92;11.29;0;30.3;2610.88
36;800;800;Air;0.1;Leather scraps ;Marble dust ;5;19.46;3.08;10.25;0;28.98;2438.88
37;800;800;Air;0.1;Leather scraps ;Marble dust ;5;18.95;3.26;9.15;0;28.6;2307.44
38;800;800;Air;0.1;Leather scraps ;Marble dust ;5;19.2;3.41;8.15;0;28.55;2218.39
39;800;800;Air;0.1;Leather scraps ;Marble dust ;5;19.33;3.55;7.61;0;27.93;2152.16
40;800;800;Air;0.1;Leather scraps ;Marble dust ;5;18.53;3.7;7.19;0;26.51;2045.1
41;800;800;Air;0.1;Leather scraps ;Marble dust ;5;17.16;3.89;6.79;0;24.87;1916.11
42;800;800;Air;0.1;Leather scraps ;Marble dust ;5;16.27;4.1;6.25;0;23.4;1793.41
43;800;800;Air;0.1;Leather scraps ;Marble dust ;5;16.45;4.31;5.79;0;22.4;1724.77
44;800;800;Air;0.1;Leather scraps ;Marble dust ;5;17.32;4.41;5.52;0;21.63;1701.93
45;800;800;Air;0.1;Leather scraps ;Marble dust ;5;17.7;4.42;5.49;0;20.89;1688.07
46;800;800;Air;0.1;Leather scraps ;Marble dust ;5;17.13;4.4;5.49;0;19.84;1639.07
47;800;800;Air;0.1;Leather scraps ;Marble dust ;5;16.34;4.37;5.39;0;19.06;1582.13
48;800;800;Air;0.1;Leather scraps ;Marble dust ;5;16.29;4.37;5.19;0;18.75;1552.22
49;800;800;Air;0.1;Leather scraps ;Marble dust ;5;16.79;4.38;5;0;18.65;1546.17
50;800;800;Air;0.1;Leather scraps ;Marble dust ;5;16.95;4.36;4.86;0;18.18;1523.42
51;800;800;Air;0.1;Leather scraps ;Marble dust ;5;16.24;4.29;4.74;0;17.28;1463.35
52;800;800;Air;0.1;Leather scraps ;Marble dust ;5;15.3;4.27;4.59;0;16.39;1393.81
53;800;800;Air;0.1;Leather scraps ;Marble dust ;5;14.95;4.31;4.41;0;16.04;1355.55
54;800;800;Air;0.1;Leather scraps ;Marble dust ;5;15.36;4.36;4.25;0;16.03;1352.38
55;800;800;Air;0.1;Leather scraps ;Marble dust ;5;15.66;4.37;4.13;0;15.76;1341.81
56;800;800;Air;0.1;Leather scraps ;Marble dust ;5;15.18;4.35;4.03;0;15.05;1296.32
57;800;800;Air;0.1;Leather scraps ;Marble dust ;5;14.2;4.34;3.91;0;14.26;1231.47
58;800;800;Air;0.1;Leather scraps ;Marble dust ;5;13.8;4.37;3.77;0;13.86;1193.99
59;800;800;Air;0.1;Leather scraps ;Marble dust ;5;14.12;4.44;3.65;0;13.79;1190.09
60;800;800;Air;0.1;Leather scraps ;Marble dust ;5;14.5;4.48;3.55;0;13.61;1186.56
61;800;800;Air;0.1;Leather scraps ;Marble dust ;5;14.2;4.47;3.47;0;13;1151.43
62;800;800;Air;0.1;Leather scraps ;Marble dust ;5;13.4;4.47;3.37;0;12.28;1096.01
63;800;800;Air;0.1;Leather scraps ;Marble dust ;5;12.91;4.51;3.27;0;11.88;1059.63
64;800;800;Air;0.1;Leather scraps ;Marble dust ;5;13.11;4.56;3.17;0;11.84;1054.93
65;800;800;Air;0.1;Leather scraps ;Marble dust ;5;13.55;4.6;3.1;0;11.78;1059.69
