Time;Temperature;ProcessTemperature;AgentType;AgentFlow;SampleType;CatalystType;CatalystRatio;CarbonMonoxide;CarbonDioxide;Methane;Oxygen;Hydrogen;CalorificValue
8;77;900;Air;0.05;TWTS;None ;10;0;2.06;0;21.36;0;0
9;118;900;Air;0.05;TWTS;None ;10;0;2.23;0;20.61;1;30.33
10;167;900;Air;0.05;TWTS;None ;10;1;2.74;0;19.08;1;60.42
11;226;900;Air;0.05;TWTS;None ;10;1;3.99;0;17.25;1;60.42
12;290;900;Air;0.05;TWTS;None ;10;1;5.92;1;16.03;1;155.48
13;355;900;Air;0.05;TWTS;None ;10;1;7.77;1;15.67;1;155.48
14;413;900;Air;0.05;TWTS;None ;10;1;9.19;2;15.96;1;250.54
15;466;900;Air;0.05;TWTS;None ;10;2;10.42;3;16.01;2;406.02
16;510;900;Air;0.05;TWTS;None ;10;2;10.22;4;16.23;2;501.08
17;549;900;Air;0.05;TWTS;None ;10;2;10.6;6;15.31;3;721.53
18;581;900;Air;0.05;TWTS;None ;10;2;11.17;8;13.99;5;972.31
19;610;900;Air;0.05;TWTS;None ;10;2;11.8;10;12.91;8;1253.42
20;636;900;Air;0.05;TWTS;None ;10;2;12.32;11;12.02;10;1409.14
21;659;900;Air;0.05;TWTS;None ;10;2;12.59;11;11.41;12;1469.8
22;682;900;Air;0.05;TWTS;None ;10;3;12.99;12;10.65;14;1655.61
23;702;900;Air;0.05;TWTS;None ;10;3;13.27;14;9.87;15;1876.06
24;720;900;Air;0.05;TWTS;None ;10;4;13.15;14;9.46;16;1936.48
25;737;900;Air;0.05;TWTS;None ;10;4;12.74;15;9.26;17;2061.87
26;754;900;Air;0.05;TWTS;None ;10;5;12.14;15;9.16;18;2122.29
27;768;900;Air;0.05;TWTS;None ;10;6;11.36;15;9.29;18;2152.38
28;784;900;Air;0.05;TWTS;None ;10;7;10.47;14;9.66;18;2087.41
29;797;900;Air;0.05;TWTS;None ;10;7;9.71;13;9.99;18;1992.35
30;810;900;Air;0.05;TWTS;None ;10;8;8.93;12;10.43;18;1927.38
31;823;900;Air;0.05;TWTS;None ;10;9;8.21;11;10.84;18;1862.41
32;835;900;Air;0.05;TWTS;None ;10;9;7.5;10;11.36;18;1767.35
33;847;900;Air;0.05;TWTS;None ;10;9;7.02;8;11.9;17;1546.9
34;859;900;Air;0.05;TWTS;None ;10;9;6.48;7;12.84;16;1421.51
35;869;900;Air;0.05;TWTS;None ;10;8;5.82;5;14.18;14;1140.64
36;879;900;Air;0.05;TWTS;None ;10;7;5.53;4;14.7;13;985.16
37;889;900;Air;0.05;TWTS;None ;10;7;5.47;3;14.64;12;859.77
38;900;900;Air;0.05;TWTS;None ;10;8;5.47;2;14.45;11;764.47
39;900;900;Air;0.05;TWTS;None ;10;8;5.32;2;14.6;9;703.81
40;900;900;Air;0.05;TWTS;None ;10;7;5.16;1;14.83;8;548.33
41;900;900;Air;0.05;TWTS;None ;10;6;4.98;1;15.14;7;487.91
42;900;900;Air;0.05;TWTS;None ;10;5;4.74;1;15.51;7;457.82
43;900;900;Air;0.05;TWTS;None ;10;3;4.54;1;15.82;6;367.31
44;900;900;Air;0.05;TWTS;None ;10;2;4.32;1;16.04;5;306.89
45;900;900;Air;0.05;TWTS;None ;10;2;4.09;1;16.2;5;306.89
46;900;900;Air;0.05;TWTS;None ;10;1;3.82;0;16.31;4;151.41
47;900;900;Air;0.05;TWTS;None ;10;1;3.61;0;16.37;4;151.41
48;900;900;Air;0.05;TWTS;None ;10;0;3.46;0;16.4;3;90.99
49;900;900;Air;0.05;TWTS;None ;10;0;3.43;0;16.38;3;90.99
50;900;900;Air;0.05;TWTS;None ;10;0;3.5;0;16.39;2;60.66
51;900;900;Air;0.05;TWTS;None ;10;0;3.65;0;16.39;2;60.66
52;900;900;Air;0.05;TWTS;None ;10;0;3.83;0;16.41;2;60.66
53;900;900;Air;0.05;TWTS;None ;10;0;3.99;0;16.43;2;60.66
54;900;900;Air;0.05;TWTS;None ;10;0;4.12;0;16.48;2;60.66
55;900;900;Air;0.05;TWTS;None ;10;0;4.26;0;16.45;1;30.33
56;900;900;Air;0.05;TWTS;None ;10;0;4.34;0;16.5;1;30.33
57;900;900;Air;0.05;TWTS;None ;10;0;4.43;0;16.48;1;30.33
58;900;900;Air;0.05;TWTS;None ;10;0;4.5;0;16.48;1;30.33
59;900;900;Air;0.05;TWTS;None ;10;0;4.55;0;16.51;1;30.33
60;900;900;Air;0.05;TWTS;None ;10;0;4.59;0;16.52;1;30.33
1;6;900;Air;0.05;TWTS;None ;15;0;2.45;0;21.58;0;0
2;9;900;Air;0.05;TWTS;None ;15;0;2.23;0;21.57;0;0
3;12;900;Air;0.05;TWTS;None ;15;0;2.12;0;21.56;0;0
4;15;900;Air;0.05;TWTS;None ;15;0;2.05;0;21.56;0;0
5;18;900;Air;0.05;TWTS;None ;15;0;2;0;21.55;0;0
6;28;900;Air;0.05;TWTS;None ;15;0;1.96;0;21.48;0;0
7;47;900;Air;0.05;TWTS;None ;15;0;1.93;0;21.4;0;0
8;77;900;Air;0.05;TWTS;None ;15;0;1.9;0;21.38;0;0
9;118;900;Air;0.05;TWTS;None ;15;0;1.88;0;20.61;1;30.33
10;167;900;Air;0.05;TWTS;None ;15;0;1.91;0;20.51;1;30.33
11;226;900;Air;0.05;TWTS;None ;15;0;2.52;0;19.6;1;30.33
12;290;900;Air;0.05;TWTS;None ;15;0;3.38;0;18.74;1;30.33
13;355;900;Air;0.05;TWTS;None ;15;1;5;0;16.43;1;60.42
14;413;900;Air;0.05;TWTS;None ;15;1;7.29;0;14.41;1;60.42
15;466;900;Air;0.05;TWTS;None ;15;2;10.2;1;13.31;1;185.57
16;510;900;Air;0.05;TWTS;None ;15;2;13.11;2;12.59;1;280.63
17;549;900;Air;0.05;TWTS;None ;15;2;15.88;3;11.41;2;406.02
18;581;900;Air;0.05;TWTS;None ;15;3;18.21;4;10.32;2;531.17
19;610;900;Air;0.05;TWTS;None ;15;3;19.83;6;9.11;4;781.95
20;636;900;Air;0.05;TWTS;None ;15;3;20.64;8;7.98;7;1063.06
21;659;900;Air;0.05;TWTS;None ;15;3;21.16;9;7.09;10;1249.11
22;682;900;Air;0.05;TWTS;None ;15;3;21.45;10;6.37;13;1435.16
23;702;900;Air;0.05;TWTS;None ;15;3;21.45;10;5.92;16;1526.15
24;720;900;Air;0.05;TWTS;None ;15;4;21.21;11;5.48;18;1711.96
25;737;900;Air;0.05;TWTS;None ;15;5;20.57;11;5.19;20;1802.71
26;754;900;Air;0.05;TWTS;None ;15;6;19.68;12;4.64;21;1958.19
27;768;900;Air;0.05;TWTS;None ;15;7;18.73;12;4.44;22;2018.61
28;784;900;Air;0.05;TWTS;None ;15;8;17.75;12;4.3;23;2079.03
29;797;900;Air;0.05;TWTS;None ;15;9;16.81;12;4.18;24;2139.45
30;810;900;Air;0.05;TWTS;None ;15;11;16.06;11;4.11;24;2104.57
31;823;900;Air;0.05;TWTS;None ;15;12;15.41;11;4.06;25;2164.99
32;835;900;Air;0.05;TWTS;None ;15;13;14.78;10;4.05;25;2100.02
33;847;900;Air;0.05;TWTS;None ;15;13;13.81;10;4.23;24;2069.69
34;859;900;Air;0.05;TWTS;None ;15;14;13.07;9;4.31;24;2004.72
35;869;900;Air;0.05;TWTS;None ;15;15;12.57;8;4.2;24;1939.75
36;879;900;Air;0.05;TWTS;None ;15;16;12.17;8;4.01;24;1969.84
37;889;900;Air;0.05;TWTS;None ;15;17;11.68;7;3.85;23;1874.54
38;900;900;Air;0.05;TWTS;None ;15;19;11.1;6;3.82;23;1839.66
39;900;900;Air;0.05;TWTS;None ;15;19;10.45;6;4.01;22;1809.33
40;900;900;Air;0.05;TWTS;None ;15;19;9.7;5;4.39;21;1683.94
41;900;900;Air;0.05;TWTS;None ;15;17;8.83;5;5.03;20;1593.43
42;900;900;Air;0.05;TWTS;None ;15;16;8.24;4;5.49;19;1437.95
43;900;900;Air;0.05;TWTS;None ;15;17;7.81;4;5.76;18;1437.71
44;900;900;Air;0.05;TWTS;None ;15;17;7.51;3;6.13;16;1281.99
45;900;900;Air;0.05;TWTS;None ;15;16;7.12;3;7.09;14;1191.24
46;900;900;Air;0.05;TWTS;None ;15;14;6.65;2;8.23;12;975.34
47;900;900;Air;0.05;TWTS;None ;15;13;6.03;2;8.55;10;884.59
48;900;900;Air;0.05;TWTS;None ;15;13;5.56;1;9.01;10;789.53
49;900;900;Air;0.05;TWTS;None ;15;14;5.24;1;9.32;10;819.62
50;900;900;Air;0.05;TWTS;None ;15;13;5.04;1;9.43;9;759.2
51;900;900;Air;0.05;TWTS;None ;15;11;4.87;1;9.52;8;668.69
52;900;900;Air;0.05;TWTS;None ;15;10;4.69;1;9.55;8;638.6
53;900;900;Air;0.05;TWTS;None ;15;8;4.47;1;9.75;7;548.09
1;21;900;Air;0.05;TWTS;None ;20;0;1.34;0;21.27;0;0
2;28;900;Air;0.05;TWTS;None ;20;0;5.53;0;21.27;0;0
3;47;900;Air;0.05;TWTS;None ;20;0;4.12;0;21.26;0;0
4;77;900;Air;0.05;TWTS;None ;20;0;3.51;0;21.25;0;0
5;118;900;Air;0.05;TWTS;None ;20;0;3.14;0;21.24;0;0
6;167;900;Air;0.05;TWTS;None ;20;0;2.89;0;21.23;0;0
7;226;900;Air;0.05;TWTS;None ;20;0;2.76;0;21.22;0;0
8;290;900;Air;0.05;TWTS;None ;20;0;2.71;0;21.21;0;0
9;355;900;Air;0.05;TWTS;None ;20;0;2.76;0;21.11;0;0
10;413;900;Air;0.05;TWTS;None ;20;0;2.94;0;20.78;1;30.33
11;466;900;Air;0.05;TWTS;None ;20;0;3.34;0;20.29;1;30.33
12;510;900;Air;0.05;TWTS;None ;20;0;4.23;0;19.94;1;30.33
13;549;900;Air;0.05;TWTS;None ;20;0;5.76;0;19.72;1;30.33
14;581;900;Air;0.05;TWTS;None ;20;0;7.7;1;19.11;1;125.39
15;610;900;Air;0.05;TWTS;None ;20;0;10.01;2;18.15;1;220.45
16;636;900;Air;0.05;TWTS;None ;20;1;12.08;3;16.87;2;375.93
17;659;900;Air;0.05;TWTS;None ;20;1;13.59;4;15.39;3;501.32
18;682;900;Air;0.05;TWTS;None ;20;2;14.44;5;13.9;5;687.13
19;702;900;Air;0.05;TWTS;None ;20;2;14.7;7;12.78;8;968.24
20;720;900;Air;0.05;TWTS;None ;20;2;14.91;8;11.74;10;1123.96
21;737;900;Air;0.05;TWTS;None ;20;2;15.22;8;10.88;13;1214.95
22;754;900;Air;0.05;TWTS;None ;20;2;15.52;9;9.98;16;1401
23;768;900;Air;0.05;TWTS;None ;20;3;15.98;10;9.05;18;1586.81
24;784;900;Air;0.05;TWTS;None ;20;3;16.12;10;8.34;20;1647.47
25;797;900;Air;0.05;TWTS;None ;20;4;15.99;10;7.89;21;1707.89
26;800;900;Air;0.05;TWTS;None ;20;6;16.41;11;6.98;22;1893.46
27;810;900;Air;0.05;TWTS;None ;20;7;16.45;10;6.53;22;1828.49
28;823;900;Air;0.05;TWTS;None ;20;8;15.81;10;6.29;22;1858.58
29;835;900;Air;0.05;TWTS;None ;20;9;15.69;9;5.76;23;1823.94
30;847;900;Air;0.05;TWTS;None ;20;10;15.71;9;5.46;23;1854.03
31;859;900;Air;0.05;TWTS;None ;20;11;15.67;9;5.43;23;1884.12
32;869;900;Air;0.05;TWTS;None ;20;13;15.7;8;5.23;23;1849.24
33;879;900;Air;0.05;TWTS;None ;20;14;15.5;8;5.2;22;1849
34;889;900;Air;0.05;TWTS;None ;20;13;14.78;7;5.46;21;1693.52
35;900;900;Air;0.05;TWTS;None ;20;12;13.6;8;5.72;20;1728.16
36;900;900;Air;0.05;TWTS;None ;20;12;12.92;8;5.14;20;1728.16
37;900;900;Air;0.05;TWTS;None ;20;13;12.51;8;5.03;20;1758.25
38;900;900;Air;0.05;TWTS;None ;20;13;12.18;7;5.17;19;1632.86
39;900;900;Air;0.05;TWTS;None ;20;12;11.45;7;5.55;18;1572.44
40;900;900;Air;0.05;TWTS;None ;20;12;10.76;7;5.73;18;1572.44
41;900;900;Air;0.05;TWTS;None ;20;13;10.35;6;5.89;18;1507.47
42;900;900;Air;0.05;TWTS;None ;20;13;10.12;6;6.21;17;1477.14
43;900;900;Air;0.05;TWTS;None ;20;13;9.67;5;6.71;15;1321.42
44;900;900;Air;0.05;TWTS;None ;20;12;9.29;4;7.17;14;1165.94
45;900;900;Air;0.05;TWTS;None ;20;12;9.2;4;7.59;13;1135.61
46;900;900;Air;0.05;TWTS;None ;20;12;9.29;3;7.94;12;1010.22
47;900;900;Air;0.05;TWTS;None ;20;11;9.18;2;8.54;10;824.41
48;900;900;Air;0.05;TWTS;None ;20;11;9.02;2;8.85;9;794.08
49;900;900;Air;0.05;TWTS;None ;20;11;9.05;1;8.76;8;668.69
50;900;900;Air;0.05;TWTS;None ;20;12;9.16;1;8.72;7;668.45
51;900;900;Air;0.05;TWTS;None ;20;11;9.12;1;9.06;7;638.36
52;900;900;Air;0.05;TWTS;None ;20;10;8.84;1;9.68;6;577.94
1;6;1000;Air;0.05;TWTS;None ;5;0;2.45;0;21.84;0;0
2;9;1000;Air;0.05;TWTS;None ;5;0;2.05;0;21.96;0;0
3;12;1000;Air;0.05;TWTS;None ;5;0;1.91;0;21.97;0;0
4;15;1000;Air;0.05;TWTS;None ;5;0;1.84;0;21.97;0;0
5;18;1000;Air;0.05;TWTS;None ;5;0;1.8;0;21.97;0;0
6;28;1000;Air;0.05;TWTS;None ;5;0;1.76;0;21.97;0;0
7;47;1000;Air;0.05;TWTS;None ;5;0;1.75;0;21.96;0;0
8;77;1000;Air;0.05;TWTS;None ;5;0;1.75;0;21.96;0;0
9;118;1000;Air;0.05;TWTS;None ;5;0;1.77;0;21.9;0;0
10;167;1000;Air;0.05;TWTS;None ;5;0;1.88;0;21.6;0;0
11;226;1000;Air;0.05;TWTS;None ;5;0;2.24;0;20.73;1;30.33
12;290;1000;Air;0.05;TWTS;None ;5;0;3.69;0;19.23;1;30.33
13;355;1000;Air;0.05;TWTS;None ;5;0;6.57;0;18.04;1;30.33
14;413;1000;Air;0.05;TWTS;None ;5;0;9.88;1;17.61;1;125.39
15;466;1000;Air;0.05;TWTS;None ;5;1;11.77;2;17.54;2;280.87
16;510;1000;Air;0.05;TWTS;None ;5;1;15.17;3;16.09;3;406.26
17;549;1000;Air;0.05;TWTS;None ;5;2;18.13;5;13.74;5;687.13
18;581;1000;Air;0.05;TWTS;None ;5;2;19.66;8;11.06;8;1063.3
19;610;1000;Air;0.05;TWTS;None ;5;3;20.22;10;8.93;11;1374.5
20;636;1000;Air;0.05;TWTS;None ;5;3;20.45;11;7.27;15;1590.88
21;659;1000;Air;0.05;TWTS;None ;5;3;20.4;12;6.19;18;1776.93
22;682;1000;Air;0.05;TWTS;None ;5;4;20.34;13;5.44;21;1993.07
23;702;1000;Air;0.05;TWTS;None ;5;4;20.02;14;4.89;23;2148.79
24;720;1000;Air;0.05;TWTS;None ;5;5;19.68;14;4.4;25;2239.54
25;737;1000;Air;0.05;TWTS;None ;5;6;19.34;15;3.91;27;2425.35
26;754;1000;Air;0.05;TWTS;None ;5;7;18.66;15;3.75;28;2485.77
27;768;1000;Air;0.05;TWTS;None ;5;8;17.98;15;3.63;29;2546.19
28;784;1000;Air;0.05;TWTS;None ;5;9;17.23;15;3.56;30;2606.61
29;797;1000;Air;0.05;TWTS;None ;5;10;16.6;15;3.47;31;2667.03
30;810;1000;Air;0.05;TWTS;None ;5;11;16.07;15;3.24;32;2727.45
31;823;1000;Air;0.05;TWTS;None ;5;12;15.09;14;3.61;32;2662.48
32;835;1000;Air;0.05;TWTS;None ;5;13;14.45;14;3.45;33;2722.9
33;847;1000;Air;0.05;TWTS;None ;5;14;13.57;13;3.71;33;2657.93
34;859;1000;Air;0.05;TWTS;None ;5;15;13.1;13;3.21;34;2718.35
35;869;1000;Air;0.05;TWTS;None ;5;15;12.07;12;3.9;33;2592.96
36;879;1000;Air;0.05;TWTS;None ;5;18;12.34;12;2.47;36;2774.22
37;889;1000;Air;0.05;TWTS;None ;5;18;11.34;12;2.61;35;2743.89
38;900;1000;Air;0.05;TWTS;None ;5;20;10.81;12;2.25;36;2834.4
39;915;1000;Air;0.05;TWTS;None ;5;20;10.06;11;2.36;35;2709.01
40;930;1000;Air;0.05;TWTS;None ;5;21;9.09;10;2.41;35;2644.04
41;945;1000;Air;0.05;TWTS;None ;5;21;8.42;10;2.68;34;2613.71
42;960;1000;Air;0.05;TWTS;None ;5;21;7.74;9;2.88;34;2518.65
43;975;1000;Air;0.05;TWTS;None ;5;22;7.14;8;3.05;33;2423.35
44;985;1000;Air;0.05;TWTS;None ;5;22;6.62;8;3.27;32;2393.02
45;995;1000;Air;0.05;TWTS;None ;5;22;6.13;7;3.54;31;2267.63
46;1000;1000;Air;0.05;TWTS;None ;5;22;5.72;6;3.86;30;2142.24
47;1000;1000;Air;0.05;TWTS;None ;5;22;5.34;5;4.13;28;1986.52
48;1000;1000;Air;0.05;TWTS;None ;5;22;4.97;4;4.56;26;1830.8
49;1000;1000;Air;0.05;TWTS;None ;5;23;4.69;3;4.98;24;1705.17
50;1000;1000;Air;0.05;TWTS;None ;5;23;4.46;3;5.27;21;1614.18
51;1000;1000;Air;0.05;TWTS;None ;5;23;4.28;2;5.5;20;1488.79
52;1000;1000;Air;0.05;TWTS;None ;5;23;4.11;2;5.67;19;1458.46
53;1000;1000;Air;0.05;TWTS;None ;5;22;3.97;2;5.89;19;1428.37
54;1000;1000;Air;0.05;TWTS;None ;5;22;3.85;2;6.14;19;1428.37
55;1000;1000;Air;0.05;TWTS;None ;5;21;3.74;2;6.45;18;1367.95
56;1000;1000;Air;0.05;TWTS;None ;5;21;3.64;2;6.68;19;1398.28
57;1000;1000;Air;0.05;TWTS;None ;5;20;3.56;2;6.99;19;1368.19
58;1000;1000;Air;0.05;TWTS;None ;5;18;3.51;2;7.46;18;1277.68
59;1000;1000;Air;0.05;TWTS;None ;5;17;3.45;2;7.9;18;1247.59
60;1000;1000;Air;0.05;TWTS;None ;5;16;3.4;2;8.3;19;1247.83
61;1000;1000;Air;0.05;TWTS;None ;5;15;3.34;2;8.79;18;1187.41
62;1000;1000;Air;0.05;TWTS;None ;5;15;3.28;2;9.08;19;1217.74
63;1000;1000;Air;0.05;TWTS;None ;5;14;3.22;2;9.39;19;1187.65
64;1000;1000;Air;0.05;TWTS;None ;5;14;3.17;2;9.39;19;1187.65
65;1000;1000;Air;0.05;TWTS;None ;5;13;3.13;2;9.42;19;1157.56
66;1000;1000;Air;0.05;TWTS;None ;5;12;3.09;1;9.44;19;1032.41
67;1000;1000;Air;0.05;TWTS;None ;5;11;3.05;1;9.46;18;971.99
68;1000;1000;Air;0.05;TWTS;None ;5;11;2.98;1;9.48;18;971.99
69;1000;1000;Air;0.05;TWTS;None ;5;11;2.94;1;9.5;19;1002.32
70;1000;1000;Air;0.05;TWTS;None ;5;11;2.9;1;9.53;18;971.99
71;1000;1000;Air;0.05;TWTS;None ;5;10;2.86;1;9.55;18;941.9
72;1000;1000;Air;0.05;TWTS;None ;5;9;2.82;1;9.6;17;881.48
73;1000;1000;Air;0.05;TWTS;None ;5;9;2.79;1;9.62;16;851.15
74;1000;1000;Air;0.05;TWTS;None ;5;8;2.77;1;9.64;16;821.06
75;1000;1000;Air;0.05;TWTS;None ;5;7;2.75;1;9.66;15;760.64
76;1000;1000;Air;0.05;TWTS;None ;5;6;2.72;1;9.8;14;700.22
1;6;1000;Air;0.05;TWTS;None ;10;0;1.35;0;21.23;0;0
2;9;1000;Air;0.05;TWTS;None ;10;0;2.07;0;21.23;0;0
3;12;1000;Air;0.05;TWTS;None ;10;0;2.25;0;21.23;0;0
4;15;1000;Air;0.05;TWTS;None ;10;0;2.21;0;21.23;0;0
5;18;1000;Air;0.05;TWTS;None ;10;0;2.15;0;21.23;0;0
6;28;1000;Air;0.05;TWTS;None ;10;0;2.1;0;21.23;0;0
7;47;1000;Air;0.05;TWTS;None ;10;0;2.06;0;21.09;0;0
8;77;1000;Air;0.05;TWTS;None ;10;0;2.04;0;21.09;0;0
9;118;1000;Air;0.05;TWTS;None ;10;0;2.06;0;21.09;0;0
10;167;1000;Air;0.05;TWTS;None ;10;0;2.14;0;20.01;0;0
11;226;1000;Air;0.05;TWTS;None ;10;0;2.38;0;19.9;1;30.33
12;290;1000;Air;0.05;TWTS;None ;10;0;3.12;0;17.89;1;30.33
13;355;1000;Air;0.05;TWTS;None ;10;1;4.63;0;16.28;1;60.42
14;413;1000;Air;0.05;TWTS;None ;10;1;7.01;1;14.95;1;155.48
15;466;1000;Air;0.05;TWTS;None ;10;1;10.08;1;13.78;1;155.48
16;510;1000;Air;0.05;TWTS;None ;10;2;12.67;3;12.68;2;406.02
17;549;1000;Air;0.05;TWTS;None ;10;2;14.68;4;11.14;2;501.08
18;581;1000;Air;0.05;TWTS;None ;10;3;15.85;7;9.54;4;877.01
19;610;1000;Air;0.05;TWTS;None ;10;3;16.49;9;8.26;6;1127.79
20;636;1000;Air;0.05;TWTS;None ;10;3;16.73;10;7.29;9;1313.84
21;659;1000;Air;0.05;TWTS;None ;10;3;17.22;11;6.56;12;1499.89
22;682;1000;Air;0.05;TWTS;None ;10;3;17.47;12;5.93;16;1716.27
23;702;1000;Air;0.05;TWTS;None ;10;4;17.53;13;5.23;18;1902.08
24;720;1000;Air;0.05;TWTS;None ;10;4;17.54;14;4.69;20;2057.8
25;737;1000;Air;0.05;TWTS;None ;10;5;17.43;14;4.21;22;2148.55
26;754;1000;Air;0.05;TWTS;None ;10;6;17.01;15;4.01;24;2334.36
27;768;1000;Air;0.05;TWTS;None ;10;6;16.57;15;3.81;25;2364.69
28;784;1000;Air;0.05;TWTS;None ;10;7;16.24;15;3.62;26;2425.11
29;797;1000;Air;0.05;TWTS;None ;10;9;15.83;16;3.46;26;2580.35
30;810;1000;Air;0.05;TWTS;None ;10;10;15.39;15;3.33;27;2545.71
31;823;1000;Air;0.05;TWTS;None ;10;11;14.84;15;3.4;27;2575.8
32;835;1000;Air;0.05;TWTS;None ;10;12;14.42;15;3.2;27;2605.89
33;847;1000;Air;0.05;TWTS;None ;10;13;13.76;14;3.28;27;2540.92
34;859;1000;Air;0.05;TWTS;None ;10;14;13.13;13;3.38;27;2475.95
35;869;1000;Air;0.05;TWTS;None ;10;15;12.4;13;3.5;27;2506.04
36;879;1000;Air;0.05;TWTS;None ;10;16;11.72;12;3.6;26;2410.74
37;889;1000;Air;0.05;TWTS;None ;10;17;11.15;11;3.57;26;2345.77
38;900;1000;Air;0.05;TWTS;None ;10;18;10.54;10;3.83;26;2280.8
39;915;1000;Air;0.05;TWTS;None ;10;19;9.85;8;4.02;25;2090.44
40;930;1000;Air;0.05;TWTS;None ;10;20;9.13;7;4.34;24;1995.14
41;945;1000;Air;0.05;TWTS;None ;10;20;8.48;6;4.62;23;1869.75
42;960;1000;Air;0.05;TWTS;None ;10;21;7.91;5;4.89;22;1774.45
43;975;1000;Air;0.05;TWTS;None ;10;22;7.38;4;5.22;20;1648.82
44;985;1000;Air;0.05;TWTS;None ;10;22;6.93;3;5.67;18;1493.1
45;995;1000;Air;0.05;TWTS;None ;10;22;6.56;2;6.01;15;1307.05
46;1000;1000;Air;0.05;TWTS;None ;10;22;6.17;2;6.46;14;1276.72
47;1000;1000;Air;0.05;TWTS;None ;10;20;5.92;1;6.92;12;1060.82
48;1000;1000;Air;0.05;TWTS;None ;10;19;5.69;1;7.29;11;1000.4
49;1000;1000;Air;0.05;TWTS;None ;10;19;5.43;1;7.46;11;1000.4
50;1000;1000;Air;0.05;TWTS;None ;10;19;5.2;1;7.61;10;970.07
51;1000;1000;Air;0.05;TWTS;None ;10;18;5;1;7.78;10;939.98
52;1000;1000;Air;0.05;TWTS;None ;10;16;4.9;1;8.18;9;849.47
53;1000;1000;Air;0.05;TWTS;None ;10;16;4.82;1;8.4;9;849.47
54;1000;1000;Air;0.05;TWTS;None ;10;15;4.72;1;8.46;9;819.38
55;1000;1000;Air;0.05;TWTS;None ;10;15;4.64;1;8.52;9;819.38
56;1000;1000;Air;0.05;TWTS;None ;10;15;4.57;1;8.84;8;789.05
1;6;1000;Air;0.05;TWTS;None ;15;0;4.07;0;21;0;0
2;9;1000;Air;0.05;TWTS;None ;15;0;3.4;0;21;0;0
3;12;1000;Air;0.05;TWTS;None ;15;0;2.76;0;21;0;0
4;15;1000;Air;0.05;TWTS;None ;15;0;2.5;0;21;0;0
5;18;1000;Air;0.05;TWTS;None ;15;0;2.35;0;21;0;0
6;28;1000;Air;0.05;TWTS;None ;15;0;2.25;0;21;0;0
7;47;1000;Air;0.05;TWTS;None ;15;0;2.18;0;21;0;0
8;77;1000;Air;0.05;TWTS;None ;15;0;2.14;0;21;0;0
9;118;1000;Air;0.05;TWTS;None ;15;0;2.12;0;21;0;0
10;167;1000;Air;0.05;TWTS;None ;15;0;2.13;0;21;0;0
11;226;1000;Air;0.05;TWTS;None ;15;0;2.21;0;21;0;0
12;290;1000;Air;0.05;TWTS;None ;15;0;2.42;0;21;1;30.33
13;355;1000;Air;0.05;TWTS;None ;15;0;2.93;0;19.77;1;30.33
14;413;1000;Air;0.05;TWTS;None ;15;0;3.69;0;19.63;1;30.33
15;466;1000;Air;0.05;TWTS;None ;15;0;4.49;0;19.85;1;30.33
16;510;1000;Air;0.05;TWTS;None ;15;0;5.97;1;19.6;1;125.39
17;549;1000;Air;0.05;TWTS;None ;15;0;7.9;1;18.96;2;155.72
18;581;1000;Air;0.05;TWTS;None ;15;1;9.99;2;17.83;2;280.87
19;610;1000;Air;0.05;TWTS;None ;15;1;11.69;4;16.59;4;531.65
20;636;1000;Air;0.05;TWTS;None ;15;1;12.59;5;15.48;5;657.04
21;659;1000;Air;0.05;TWTS;None ;15;1;13.08;5;14.54;8;748.03
22;682;1000;Air;0.05;TWTS;None ;15;1;13.28;6;13.82;10;903.75
23;702;1000;Air;0.05;TWTS;None ;15;1;13.54;6;13.07;12;964.41
24;720;1000;Air;0.05;TWTS;None ;15;2;13.65;7;12.45;14;1150.22
25;737;1000;Air;0.05;TWTS;None ;15;2;13.69;7;11.86;16;1210.88
26;754;1000;Air;0.05;TWTS;None ;15;3;13.7;8;11.33;17;1366.36
27;768;1000;Air;0.05;TWTS;None ;15;4;13.93;8;10.86;18;1426.78
28;784;1000;Air;0.05;TWTS;None ;15;5;13.92;8;10.53;18;1456.87
29;797;1000;Air;0.05;TWTS;None ;15;5;13.61;8;10.24;19;1487.2
30;810;1000;Air;0.05;TWTS;None ;15;6;13.27;8;9.99;19;1517.29
31;823;1000;Air;0.05;TWTS;None ;15;7;13.19;8;9.66;20;1577.71
32;835;1000;Air;0.05;TWTS;None ;15;8;13.13;8;9.41;20;1607.8
33;847;1000;Air;0.05;TWTS;None ;15;9;13.09;8;9.27;20;1637.89
34;859;1000;Air;0.05;TWTS;None ;15;10;13.05;7;9.04;20;1572.92
35;869;1000;Air;0.05;TWTS;None ;15;11;12.9;7;8.87;20;1603.01
36;879;1000;Air;0.05;TWTS;None ;15;12;12.67;7;8.74;20;1633.1
37;889;1000;Air;0.05;TWTS;None ;15;13;12.35;6;8.68;19;1537.8
38;900;1000;Air;0.05;TWTS;None ;15;13;11.98;6;8.64;19;1537.8
39;915;1000;Air;0.05;TWTS;None ;15;14;11.57;6;8.7;18;1537.56
40;930;1000;Air;0.05;TWTS;None ;15;15;11.18;5;8.71;18;1472.59
41;945;1000;Air;0.05;TWTS;None ;15;16;10.68;5;8.81;17;1472.35
42;960;1000;Air;0.05;TWTS;None ;15;16;10.04;5;9.05;17;1472.35
43;975;1000;Air;0.05;TWTS;None ;15;16;9.35;4;9.41;16;1346.96
